first_name,last_name,birth_date
Tomofumi,Krzyzanowski,1952-02-17
Dinah,Noriega,1952-06-19
Nitsan,Naudin,1954-08-21
Billie,Barinka,1953-12-18
Sergi,Ratnaker,1952-11-14
Martins,Benzmuller,1952-02-17
Duro,Perko,1954-11-16
Shimshon,Gyorkos,1952-09-08
Tse,Fontan,1955-11-03
Yuriy,Standera,1954-11-09
Kauko,Luders,1954-04-04
Shaunak,Mateescu,1952-09-17
Falguni,Leijenhorst,1953-01-28
Jianhua,Olano,1954-09-11
Kellie,Gilg,1954-06-24
Heng,Giarratana,1954-02-25
Satoru,Champarnaud,1952-10-19
Xiaopeng,Itzigehl,1954-11-13
Mohan,Lubachevsky,1954-03-26
Nikolaos,Ratnakar,1953-03-10
Parke,Radhakrishnan,1952-05-02
Ioana,Jullig,1953-08-09
Gregory,Tsunoo,1953-11-21
Kaijung,Godskesen,1955-12-15
Bojan,Yamaashi,1953-10-07
Baocai,Gill,1954-10-10
Aluzio,Marletta,1954-08-24
Jouni,Mahnke,1955-02-22
Jiang,Falco,1954-01-04
Hinrich,Cyne,1955-04-21
Otmar,Barvinok,1952-02-29
Zhenbing,Muniz,1955-08-05
Salvador,Clemencon,1953-06-17
Alassane,Gaughan,1955-11-22
Ramachenga,Birrer,1953-06-03
Uno,Thimonier,1955-05-17
Kolar,Gerlach,1955-08-22
Valeri,Tagansky,1954-07-30
Prodip,Shimshoni,1952-12-06
Ghassan,Lukaszewicz,1953-05-27
Shuho,Suessmith,1954-06-20
Duke,Veccia,1954-04-22
Elvis,Sambasivam,1955-11-17
Munehiko,Ritzmann,1955-02-21
Gennady,Ariola,1955-01-25
Radhika,Suwa,1953-12-24
Hiroyasu,Stellhorn,1952-07-12
Shigeaki,Vecchio,1953-09-05
Jeane,Kabayashi,1952-11-13
Shmuel,Luca,1954-12-27
Uno,Hettesheimer,1955-04-16
Godehard,Panangaden,1954-04-23
Nishit,Pero,1952-05-30
Syozo,Lorin,1953-04-24
Theirry,Erie,1952-04-11
Beshir,Stroustrup,1954-09-03
Gil,Sgarro,1953-01-28
Remmert,Asrin,1952-07-05
Berthier,Hartvigsen,1955-09-26
Angus,Moffat,1952-08-10
Zengping,Ratzlaff,1955-10-13
DAIDA,Pramanik,1954-01-11
Zijian,VanScheik,1953-12-28
Mack,Biran,1955-07-22
Seongbae,Dengi,1952-11-06
Nikolaus,Beutelspacher,1954-01-04
Khatoun,Khalil,1955-06-29
Eirik,Makinen,1954-01-23
Magy,Rosiles,1955-10-11
Shao,Solovay,1953-11-19
Adib,Zweizig,1954-01-16
Van,Msuda,1955-03-02
Adil,Pehl,1952-12-30
Luisa,Seghrouchni,1953-08-05
Marko,Klassen,1955-04-29
Deborah,Emden,1952-06-18
Adil,Munch,1952-02-29
Sham,Rajcani,1952-10-08
Miomir,Ranft,1953-08-14
Taiji,Oxman,1954-03-23
Krister,Bouloucos,1953-09-23
Filipe,Pocchiola,1953-01-19
Takahira,Nitta,1954-07-31
Emdad,Emmerich,1955-10-04
Shahab,Shinomoto,1954-06-22
Yurii,Gaughan,1953-05-15
Navid,Ishibashi,1953-03-26
Rayond,Edelhoff,1952-07-21
Naftaly,Plavsic,1954-12-18
Ennio,Bardell,1952-05-10
Lillian,Lenart,1954-12-01
Muzhong,Delaune,1952-02-13
Huai,Ratnaker,1952-07-16
Gladys,Sabnani,1954-05-23
Nikolaos,Marwedel,1952-07-12
Urs,Gargeya,1953-05-25
Rasiah,Bouloucos,1953-06-13
Zijian,Plesums,1955-09-18
Yuping,Gihr,1952-07-19
Adin,Callaway,1952-10-04
Atilio,Usdin,1954-03-17
Naftali,Schreiter,1953-04-17
Hiroyasu,Stasinski,1955-06-01
Denny,Stroustrup,1952-02-06
Nahum,Vakili,1954-01-17
Owen,Fioravanti,1953-04-30
Kasidit,Bernardeschi,1952-11-06
Zeljko,Baranowski,1953-11-03
Chuanyi,Landherr,1953-08-11
Yongdong,Demir,1954-05-11
Lakshmi,Assaf,1954-03-18
Poornachandra,Lemarechal,1955-10-28
Marko,Montemayor,1954-11-03
Minghong,Hoogerwoord,1953-10-29
Aloke,Chiola,1954-05-14
Zvonko,Gyorkos,1954-09-11
Maya,Garnick,1952-05-11
Luigi,Schlumberger,1954-10-11
Barun,Imataki,1954-07-19
Willard,Ibel,1955-07-16
Conor,Jervis,1952-07-27
Suzette,Takanami,1955-03-25
Val,Pocchiola,1954-01-03
Boutros,Linares,1953-12-16
Taizo,Pargas,1952-10-22
Elliott,Cronan,1953-02-14
Make,Sichman,1955-11-22
Shen,Swick,1952-12-19
Domenick,Angelopoulos,1954-05-16
Rosine,Karunanithi,1953-04-15
Martial,Weedman,1953-01-07
Etsuo,Bage,1955-07-26
Valdiodio,Benveniste,1955-05-09
Nirmal,Yemenis,1955-04-24
Moti,Zeleznik,1954-09-23
Fayez,Figueira,1952-07-16
Georg,Peral,1953-12-27
Bezalel,Plotkin,1952-06-04
Shooichi,Swiler,1953-03-02
Marlo,Pero,1953-04-13
Ronnie,Vural,1952-08-02
Mingsen,Maliniak,1953-07-14
Moie,Esteva,1955-05-22
Pascal,Noriega,1954-04-20
Arun,Swick,1955-09-16
Salvador,Osgood,1953-02-12
Pantung,Kalafatis,1952-03-11
Dannz,Rosay,1955-08-08
Tianruo,Bazzichi,1955-03-15
Sushant,Lampe,1954-06-28
Kristen,Kavanagh,1953-02-10
Rafols,Warwick,1952-12-29
Katsuo,Kroon,1955-11-13
Radhika,Axelband,1955-06-02
Irena,Salinas,1955-01-21
Mong,Sinitsyn,1953-12-04
Kristin,Matteis,1952-10-22
Chanjung,Muhling,1954-04-16
Reuven,Munke,1954-06-12
Fumiya,Lanphier,1953-12-05
Barna,Marsiglia,1955-07-30
Patricia,Brender,1955-12-20
Fumiyo,Janetzko,1952-06-21
Kauko,Pelz,1955-04-23
Foong,Waterhouse,1955-11-30
Beshir,Legleitner,1955-08-01
Sariel,Stentiford,1953-12-21
Jamaludin,Thorelli,1955-12-11
Bangqing,Kemmerer,1953-05-17
Szabolcs,Szilard,1955-12-19
Shen,Montemayor,1954-04-28
Masato,Kadhim,1954-11-26
Duke,Krichel,1953-01-10
Manu,Lupu,1955-08-13
Martial,Suri,1953-12-31
Sanjeeva,Schlenzig,1954-01-12
Fan,Akazan,1952-02-28
Karsten,Kenevan,1955-01-05
Arunachalam,Murtafg,1952-03-02
Rayond,Pagter,1954-04-15
Mabry,Erdmenger,1954-07-28
Oguz,Engberts,1953-06-16
Stamatina,Denti,1953-11-27
Keiichiro,Showalter,1953-05-23
Martial,Chandrasekhar,1954-12-14
Hideo,Stassinopoulos,1952-11-17
Elvis,Adachi,1955-09-16
Lene,Feinberg,1952-08-22
Fatemeh,Luce,1954-05-07
Lokesh,Tokunaga,1955-11-04
Kristian,Bahl,1952-10-29
Yurii,Luce,1952-08-05
Arlette,Aumann,1952-07-02
Giao,Pauthner,1954-11-25
Marjo,Gecsei,1952-07-12
Malu,Sichman,1955-05-07
Hyuckchul,Mansanne,1955-04-28
Percy,Castellani,1953-09-21
Shigeichiro,Minakawa,1955-06-29
Kshitij,Riesenhuber,1953-09-25
Kiyokazu,Collavizza,1954-11-12
Koichi,Acton,1952-11-05
Sajjad,Gist,1953-06-29
Elrique,Asrin,1955-04-29
Jeane,Gilg,1953-09-18
Sanjit,Dredge,1952-03-16
Menkae,Trachtenberg,1955-09-02
Saeed,Munawer,1955-12-21
Dinkar,Naumovich,1952-11-18
Tayeb,Pesch,1953-03-23
Susanta,Katiyar,1953-08-21
Remco,Asser,1953-05-15
Yechezkel,Gubsky,1955-07-27
Kazuhisa,Zhiwei,1953-10-31
Shridhar,Leppanen,1952-06-28
Nahid,Pero,1954-11-11
Gila,Vesel,1954-12-15
Masanao,Schaap,1955-07-05
Fumitake,Auria,1952-10-13
Sadegh,Genther,1955-06-24
Snehasis,Duclos,1952-03-23
Juichirou,Ecklund,1954-08-27
Danae,Pollacia,1955-10-09
Sedat,Baby,1954-01-08
Jiang,Zockler,1955-03-04
Kankanahalli,Hanratty,1954-10-30
Kiyokazu,Mahmud,1952-07-16
King,Sessa,1954-07-20
Duro,Caine,1953-01-19
Sachar,Speel,1952-08-10
Alois,Hambrick,1952-07-10
Kamakshi,Felder,1953-07-08
Hyuncheol,Taubenfeld,1952-07-15
Steve,Pettis,1952-03-05
Arve,Vesel,1953-12-11
Aris,Wendorf,1952-11-03
Matt,Uhrig,1952-07-11
Kyoichi,Fortenbacher,1953-02-26
Khalil,Manderick,1955-05-14
Tooru,Restivo,1954-02-20
Theirry,Plessier,1952-08-11
Bernt,Lowrie,1952-04-02
Debaprosad,Halevi,1955-03-27
Jaideep,Snyers,1954-06-23
Sarita,Valtorta,1953-11-13
Shichao,Waeselynck,1952-04-28
Faiza,Lukaszewicz,1953-01-10
Randy,Vingron,1954-07-30
Perry,Kavvadias,1955-10-05
Fay,Bodoff,1953-04-01
Chikako,Androutsos,1953-07-21
Xiaobin,Ruther,1953-07-10
Hausi,Perly,1954-09-01
Tiina,Hambrick,1953-03-07
Sangeeta,Pero,1953-02-04
Soenke,Dulin,1952-06-04
Ramya,Ciolek,1954-12-19
Chiranjit,Sichman,1955-05-15
Shaunak,Roohalamini,1954-01-05
Lene,Selenyi,1954-07-28
Baziley,Bernatsky,1952-07-26
Pramod,Busillo,1952-05-25
Chriss,Chiola,1955-05-05
Phuoc,Murillo,1952-07-21
Conal,Mikschl,1953-08-29
Danai,Godskesen,1954-10-24
Yucai,Thimonier,1955-10-13
Marin,Schmiedel,1954-11-10
Shin,Deville,1954-10-06
Ewing,Serov,1952-10-21
Heping,Syrotiuk,1955-04-01
Kazuhisa,Verspoor,1954-03-13
Kiyokazu,Thambidurai,1952-09-05
Susuma,Peha,1955-03-08
Tomofumi,Wrigley,1952-06-29
Rasiah,Kawashimo,1952-03-05
Peer,Dengi,1953-07-08
Kinh,Pollock,1953-07-30
Eirik,Lalonde,1952-08-02
Marsja,Serna,1953-01-16
Constantijn,Penz,1954-12-17
Moto,Honiden,1953-09-24
Luerbio,Lowrie,1953-04-28
Vishv,Marchesini,1954-05-16
Satoru,Grabner,1955-08-27
Angus,Vrecion,1953-03-31
Lein,Pettit,1955-10-24
Miquel,Boudaillier,1955-06-20
Geoffry,Feinberg,1954-10-25
Manton,Anguita,1954-09-07
Renee,Kisuki,1955-11-01
Ziyad,Scharstein,1953-07-08
Heping,Matzov,1954-12-13
Manibrata,Ecklund,1953-07-23
Kish,Smailagic,1954-07-25
Marsha,Szilard,1954-01-19
Xiaoheng,Waleschkowski,1952-11-20
Luerbio,Murtagh,1953-03-16
Shigenori,Vandervoorde,1955-12-22
Mads,Thisen,1952-02-09
Ekawit,Busillo,1954-09-03
Mayumi,Shackell,1952-08-14
Florian,Anick,1954-03-03
Vasilis,Stranks,1953-04-30
Juichirou,Daescu,1953-02-15
Rayond,Falster,1955-03-09
Gay,Scharstein,1953-10-29
Munir,Riexinger,1955-07-24
Harngdar,Papsdorf,1953-12-16
Kwangho,Lovengreen,1954-12-21
Dhritiman,Streng,1953-03-16
Sergi,Wendorf,1953-01-28
Kokou,Woycyznski,1953-04-10
Snehasis,Kavanagh,1954-07-04
Shahab,Gien,1952-06-04
Jianhui,Eterovic,1955-04-22
Hyuncheol,Tsunoo,1953-02-04
Jouko,Birsak,1954-04-08
Guiseppe,Nivat,1953-05-09
Huiqun,Kawashima,1955-04-06
Pohua,Backhouse,1952-12-21
Kshitij,Zeidenstein,1952-10-22
Nahid,Luff,1953-10-07
Ebbe,Chiola,1955-03-24
Vidya,Penz,1953-11-11
Kenroku,Bala,1954-06-14
Fatemeh,Penn,1953-10-11
Tomoyuki,Sifakis,1953-12-16
Yurii,Lanteri,1954-07-08
Rosalyn,Yurek,1952-07-26
Goncalo,Selenyi,1953-03-16
Gritta,Henders,1955-03-17
Bluma,Ruther,1952-11-30
Martins,Stranks,1954-08-26
Aimee,Mateescu,1954-05-24
Chenye,Kuszyk,1954-09-10
Alper,Colorni,1954-02-13
Fabrizio,Karnin,1954-08-10
Khedija,Pluym,1952-10-21
Surveyors,Cummings,1954-02-19
Aris,Nitta,1954-09-25
Mayuko,Chappelet,1954-08-17
Sivanarayana,Chenney,1953-03-01
Ziya,Zolotykh,1953-03-17
Kazuyasu,Morris,1953-10-20
Aruna,Hempstead,1955-04-04
Navin,Shimshoni,1953-04-18
Gila,Ligten,1955-08-08
Xiaoqiu,Marsiglia,1954-05-03
Jaihie,Waeselynck,1955-07-25
Arie,Matzel,1954-11-14
Alair,DiGiano,1953-03-28
Shaz,Wissmann,1954-05-31
Yucai,Vingron,1952-03-04
Kerhong,Koblitz,1954-02-22
Xinan,Lorys,1952-08-08
Srinidhi,Mukaidono,1955-10-22
Shay,Heyers,1955-02-19
Avishai,Sundgren,1953-03-12
Gill,Luiz,1953-06-11
Mario,Lichtner,1954-05-24
Satoru,Pehl,1953-11-30
Chuanyi,Genther,1952-03-16
Piyawadee,Picci,1953-12-13
Baruch,Peyn,1952-10-14
Naftaly,Matzen,1955-12-24
Xuedong,Dalton,1952-11-13
Uma,Wossner,1954-01-27
Xumin,Cronau,1952-12-28
Hailing,Pauthner,1953-12-05
Muzhong,Seghrouchni,1955-04-21
Armond,Heijenga,1955-12-16
Almudena,Bednarek,1955-01-29
Maris,Pettis,1953-12-17
Oscar,Falco,1953-10-08
Tetsurou,Wursthorn,1955-02-26
Suzette,Cummings,1953-05-30
Kenroku,Homond,1955-10-03
Along,Kambil,1954-03-06
Kerryn,Bage,1955-08-28
Dines,Garnick,1953-10-13
Heping,Thiran,1953-06-25
Peternela,Legleitner,1953-02-10
Weiyi,Ernst,1955-02-16
Christoph,Bakhtari,1954-02-22
Yannik,Schlumberger,1955-01-31
Stein,Hatcliff,1955-01-23
Anestis,Itzfeldt,1952-07-16
Bernd,Nations,1955-02-14
Ymte,Busillo,1953-11-18
Zhonghui,Budinsky,1953-06-04
Goncalo,Chinin,1953-10-25
Yuuichi,Atchley,1955-09-13
Adam,Encarnacion,1955-12-27
Maia,Zeleznik,1955-07-22
Alejandra,Schlumberger,1952-08-05
Eric,Aingworth,1954-08-06
Youssef,Jording,1954-03-18
Zsolt,Chleq,1955-02-24
Uri,Schreiter,1954-07-17
Douadi,Rassart,1953-12-29
Marko,Vidya,1955-03-18
Kristian,Polupanov,1954-03-29
Janalee,Ernst,1954-11-29
Gilbert,Masaki,1954-01-14
Gunilla,Czap,1953-05-28
Ger,Templeman,1952-07-06
Almudena,Liedekerke,1953-06-02
Chenyi,Molenaar,1955-01-20
Eric,Koblick,1954-07-04
Sashi,Sullins,1955-12-01
Remko,Erdi,1954-08-04
Shem,Ramamoorthy,1952-06-27
Ebbe,Pleszkun,1953-12-05
Moriyoshi,Ducloy,1953-07-10
Yucai,Papadias,1954-05-26
Saniya,Matzel,1955-01-22
Kamakshi,Undy,1954-09-24
Zhiguo,Cochrane,1955-04-05
Izaskun,Spelt,1953-01-15
Wojceich,Emiris,1952-12-21
Tzvetan,Gente,1953-05-26
Hongzhu,Schaaf,1952-09-17
Fuqing,Dusink,1955-09-11
Constantijn,Benaini,1952-10-18
Yahiko,Baaleh,1955-07-07
Marie,Brandsma,1953-06-11
Fumiyo,Manders,1952-08-06
Toshimitsu,Hatcliff,1955-11-01
Ohad,Gini,1955-03-03
Huei,Tzvieli,1954-11-30
King,Lamma,1954-06-30
Zorica,Kavanagh,1955-03-27
Moni,Stanfel,1954-09-15
Stafford,Tyugu,1954-09-04
Mingzeng,Schnelling,1955-03-03
Gritta,Ghemri,1954-03-29
Hailing,Schiettecatte,1954-01-01
Heeju,Szemeredi,1952-05-13
Hideyuki,Dulli,1953-10-18
Serge,Denny,1955-02-26
Bernice,Rabehasaina,1954-12-15
Alselm,Junot,1954-02-12
Vasilii,Hashii,1952-06-06
Atilio,Lalonde,1954-06-26
Shim,Seghrouchni,1952-04-24
Nirmal,Constantine,1953-01-03
Bowen,Jenevein,1955-02-05
Luigi,Lorcy,1953-03-30
Kirk,Ertl,1952-12-14
Munenori,Holburn,1952-02-12
Babette,Demos,1953-09-19
Ashish,Jording,1953-09-13
Kiyomitsu,Falster,1953-07-06
Annemarie,Marrevee,1955-03-09
Sadegh,Daescu,1954-06-14
Hideo,Hutter,1953-11-27
Keiichiro,Dredge,1953-03-11
Shigeo,Simmen,1954-06-13
Venkatesan,Morrey,1955-05-16
Franziska,Caine,1955-07-29
Geoff,Ambroszkiewicz,1953-03-02
Valeri,Granlund,1952-12-30
Margareta,Schlenzig,1955-09-08
Changho,Farris,1954-12-24
Izaskun,Biran,1953-02-05
Randi,Bernick,1952-07-23
Gretta,Merlo,1954-04-17
Masasuke,Fujisaki,1953-12-01
Sven,Lanzelotte,1955-04-27
Rosalie,Swab,1953-07-26
Hailing,Tetzlaff,1952-08-31
Shin,Merlo,1952-07-17
Qunsheng,Brookman,1953-12-15
Ravishankar,Radwan,1955-06-09
Elvis,Krogh,1953-12-18
Neelam,Radwan,1955-09-19
Tianruo,Ghalwash,1954-10-25
Shahaf,Skrikant,1955-10-14
Xinan,Preusig,1954-11-18
Zhaofang,Gien,1955-10-08
Babette,Armand,1953-10-23
Fumiya,Gunderson,1952-03-02
Xiaopeng,Constantine,1953-06-04
Mitsuyuki,Bojadziev,1955-12-31
Chikako,Vanwelkenhuysen,1952-07-08
Ashish,Magliocco,1955-06-25
Billie,Beerel,1954-12-12
Bezalel,Denny,1955-05-19
Khalil,Grandbois,1953-08-25
Vasiliy,Karlin,1955-10-20
Seongbin,Zeleznik,1952-09-07
Jixiang,Arlazarov,1952-12-04
Eberhardt,Radivojevic,1953-08-27
Kolar,Meriste,1955-02-03
Fumino,Marquardt,1953-08-17
Alassane,Birjandi,1954-08-09
Tonia,Milicia,1954-09-17
Elvis,Grandbois,1954-04-29
Valter,Tchuente,1955-09-11
Bader,Stenning,1952-10-18
Rosine,Percebois,1953-12-24
Nathan,Selvestrel,1954-10-28
Stepehn,Luders,1953-05-04
Ramalingam,Yamaashi,1955-05-06
Berna,Sidje,1952-06-24
Sanjai,Kuszyk,1953-08-08
Mohd,Mondadori,1955-04-18
Nahum,Pettis,1954-11-12
Subbu,Goodrum,1955-12-13
Szabolcs,Eastman,1955-05-16
Dietrich,Eldridge,1954-06-13
Unal,Frolund,1955-09-19
Junichi,Mayerwieser,1954-10-03
Elliott,Kawashima,1954-05-30
Lijia,Flasterstein,1953-01-20
Nadjib,Baez,1952-06-13
Dmitry,Kawashima,1953-06-04
Kwangjo,Molberg,1953-07-12
Kiyokazu,Kragelund,1954-04-21
Naftali,McConalogue,1953-12-22
Mingsen,Mitzlaff,1955-07-24
Xiaoqiang,Vieri,1953-05-07
Leaf,Legleitner,1953-02-09
Nahum,Garnier,1952-03-11
Ennio,Schnabel,1954-09-07
Martina,Rissanen,1952-08-03
Tokuyasu,Plotkin,1955-04-01
Vishu,Gammage,1953-12-11
Phillip,Schusler,1954-01-10
Subhash,Maierhofer,1954-04-06
Lucian,Rettelbach,1953-10-10
Shigehiro,Bernatsky,1954-06-29
Xiaocheng,Dalphin,1954-08-23
Eldridge,McClurg,1953-03-12
Duro,Rosay,1954-09-17
Guozhong,Casperson,1955-09-20
Anneli,Ramsay,1955-12-15
Siddarth,Heystek,1954-11-06
Adly,Narahari,1955-11-30
Heon,Hiraishi,1955-03-16
Zita,Mawatari,1953-01-21
Izaskun,Roohalamini,1954-05-15
Emdad,Dalphin,1953-01-04
Malu,Hemaspaandra,1954-04-13
Fumiko,Harllee,1954-01-19
Yechiam,Baer,1955-05-18
Uzi,Taneja,1954-06-25
Guoxiang,Veevers,1954-09-21
Richara,Falco,1954-04-26
Etsuo,Siochi,1954-07-26
Utz,Langford,1955-06-21
Vishwani,Nourani,1953-10-29
Baruch,Marletta,1953-09-24
Gift,Gewali,1955-05-27
Sverrir,Kushnir,1954-10-14
Lobel,Furudate,1954-03-25
Qiwen,Pintelas,1952-05-05
Satyanarayana,Ermel,1952-11-02
Eran,Vickson,1955-12-04
Yinghua,Dratva,1953-12-29
Masoud,Peac,1955-10-03
Herbert,Wossner,1955-06-30
Moty,Zirintsis,1955-08-10
Dante,Rosay,1955-02-10
Anestis,Zuberek,1953-10-19
Maia,Cincotta,1953-06-22
Henk,Menhoudj,1954-09-06
Xuejia,Rouquie,1955-09-15
Dines,Weiland,1955-07-20
Bernd,Krychniak,1954-09-14
Mooi,Schnabel,1955-01-17
Jovan,Trumbly,1954-12-30
Duangkaew,Heinisuo,1952-03-25
Martien,Menhardt,1953-06-06
Ramzi,Danner,1954-11-27
Perla,Borstler,1952-03-15
Ramalingam,Klyachko,1955-11-30
Shichao,Selenyi,1952-09-07
Jaideep,Anger,1953-09-13
Muneo,Ghelli,1955-09-13
Raimond,Peres,1953-04-16
Peternela,Litvinov,1954-04-11
Hongzhu,Norsworthy,1953-04-03
Adit,Krzyzanowski,1954-03-09
Amabile,Picci,1952-07-16
Hilari,Rohrbach,1954-12-15
Xiahua,Mondadori,1954-04-04
Shridhar,Juneja,1955-11-24
Mandell,Covnot,1955-04-13
Claude,Jansen,1953-07-15
Insup,Bennet,1955-10-02
Sanjit,Rajala,1952-05-18
Muneo,Bolsens,1954-06-13
Lansing,Syang,1955-06-29
Barna,Tiemann,1953-10-01
Shunichi,Turnbull,1953-06-22
Nikolaos,Kenevan,1955-09-13
Tommaso,Sgarro,1954-02-03
Mayumi,Benantar,1952-04-28
Kwee,Zaumen,1954-12-19
Yuuichi,Dulay,1952-06-12
Subir,Quittner,1952-12-05
Nitsan,Murrill,1955-07-17
Sigeru,Picaronny,1952-05-30
Kazuhiko,Winter,1954-04-21
Nobuyoshi,Rosis,1955-03-26
Shounak,Nicolson,1953-08-04
Yuriy,Schlumberger,1953-07-07
Vivian,Coullard,1955-08-23
Chenye,Chinal,1955-03-25
Zita,Hebden,1952-02-05
Arne,Hempstead,1955-05-18
Mads,Esposito,1953-07-09
Chandrasekaran,Wallrath,1955-01-19
Mohd,Stanger,1954-03-30
Sastry,Sankaranarayanan,1955-06-20
Arco,Trystram,1954-02-28
Sverrir,Bruckman,1954-11-29
Horward,Randi,1955-08-16
Yuping,Jiang,1952-05-01
Oscar,Merlo,1953-02-24
Christoper,Menyhert,1953-11-24
Weidon,Kilgore,1955-10-14
Sachio,Clouatre,1952-10-09
Vidya,Leppanen,1955-07-08
Sham,Kroft,1952-04-28
Nimmagadda,Iivonen,1953-11-22
Chiradeep,Eiter,1954-02-04
Atreyi,Roohalamini,1952-07-15
Khalid,Serot,1955-08-07
Niteen,Famili,1953-07-09
Ewing,Akaboshi,1953-08-07
Leaf,Boguraev,1955-05-02
Kiyokazu,Lally,1953-11-26
Fabrizio,Marletta,1953-06-16
Rosine,Schauser,1954-06-30
Mang,Nations,1955-05-28
Kerryn,Sevcikova,1952-05-03
Mats,Camarinopoulos,1953-06-22
Bezalel,Spataro,1954-02-19
Przemyslawa,Dulli,1954-03-25
Ger,Menhardt,1954-10-05
Marie,Feldmann,1954-02-03
Chuanti,Kaiserswerth,1955-06-05
Kwun,Underwood,1955-09-15
Shichao,Tokunaga,1954-10-12
Fox,Hasenauer,1954-09-12
Sanjai,Nitsch,1954-01-01
Shounak,Suermann,1952-04-02
Kazuhiko,Tasistro,1953-05-20
Heekeun,Chandrasekhar,1954-04-12
Munehiko,Schauser,1953-03-10
Sariel,Hanratty,1952-02-23
Jingling,Siepmann,1954-11-18
Fay,Janetzko,1954-03-02
Martins,Swiss,1954-02-03
Lubomir,Bazelow,1955-12-12
Lokesh,Sundgren,1953-05-28
Mohammed,Jullig,1954-05-13
Huiqun,Crelier,1953-04-05
Raimond,Chimia,1952-08-15
Inderjeet,Rabehasaina,1955-07-28
Jiong,Heusch,1952-12-18
Jayesh,Schwaller,1954-08-01
Uri,Oehlmann,1955-09-15
Reinhard,Halloran,1955-02-01
Houman,Granlund,1952-05-04
Sverrir,Coombs,1955-08-20
Seongbin,Kuszyk,1954-10-23
Remmert,Nicolson,1954-02-03
Mircea,Delaune,1952-11-13
Shigenori,Cesareni,1954-09-29
Jacopo,Danecki,1954-07-17
Vasilii,Peroz,1954-09-09
Mori,Heiserman,1955-02-16
Leandro,Einsfeld,1952-11-13
Froduald,Christ,1953-08-11
Marla,Seghrouchni,1953-04-07
Mantis,Glowinski,1954-12-09
Georg,Perri,1953-01-18
Xiping,Mikschl,1955-01-06
Rosalyn,Sambasivam,1954-09-19
Susuma,Zweizig,1954-04-10
Roded,Farrel,1953-12-25
Bluma,Rettelbach,1954-02-16
Jeanne,Hatcliff,1955-06-01
Kinh,Kusakabe,1953-04-29
Diederik,Oxman,1954-08-05
Shir,Tyugu,1953-09-20
Gurbir,Quittner,1955-12-07
Jayson,Hennings,1952-08-05
Sudhanshu,Sommer,1955-12-08
Duangkaew,Puppe,1955-08-28
Hatsukazu,Egerstedt,1952-08-14
Xumin,Velardi,1953-06-23
Radhakrishnan,Gajiwala,1952-09-20
Yuping,Breugel,1954-06-05
Shigeu,Stassinopoulos,1954-05-22
Sachar,Vendrig,1952-02-02
Emdad,Gammage,1953-04-01
Mandell,Smailagic,1952-07-28
Shridhar,Perly,1954-01-17
Jeong,Peha,1955-03-29
Arvind,Weisert,1952-06-01
Vasilii,Khasidashvili,1955-03-04
Ibibia,Mandell,1955-12-08
Utz,Birsak,1952-09-24
Mark,Dredge,1953-05-24
Bernd,Angel,1955-09-02
Eben,Serot,1955-12-30
Utpal,Bodoff,1954-06-30
Abdelaziz,Coombs,1955-05-05
Hidde,Kropf,1953-08-17
Mohamadou,Vigier,1952-05-27
Joydip,Vidya,1955-09-22
Lucian,Rahier,1952-09-08
Apostol,Shackell,1953-10-23
Muzhong,Hegner,1955-03-10
Masali,Hoogerwoord,1952-11-04
Anestis,Edelhoff,1955-07-24
Lene,Azuma,1953-01-31
Shuichi,Tanemo,1955-04-30
Yishai,Syrzycki,1955-11-22
Richara,Linares,1952-03-19
Kayoko,Tokunaga,1955-10-17
Christophe,Navazio,1952-09-07
Chinho,Speer,1952-12-19
Eric,Kropf,1952-03-08
Miquel,Schwartzburd,1954-08-20
Jiong,Junet,1952-04-15
Lunjin,Kavanagh,1954-07-29
Toshimo,Hertweck,1955-04-02
Seshu,McFarlan,1954-09-24
Quingbo,Veeraraghavan,1955-08-21
Manton,Mawatari,1952-06-28
Kagan,Kriebel,1952-03-07
Barton,Oxman,1952-04-25
Indrajit,Mellouli,1955-03-12
Conal,Sundgren,1954-10-03
Patricio,Seuren,1953-02-20
Evgueni,Zielinski,1953-12-23
Souichi,Hanabata,1952-07-14
Tse,Baak,1953-03-13
Jingling,Roohalamini,1955-07-31
Shaleah,Bugaenko,1955-07-24
Youngkon,Gihr,1954-07-31
Zhigen,Jahnichen,1952-03-11
Leon,Ranon,1953-12-23
Toshiko,Naudin,1953-02-20
Jamaludin,Stanfel,1954-10-10
Miomir,Speer,1955-06-17
Abdelwaheb,Langford,1954-08-26
Toshimori,Suri,1954-12-24
Mang,Thiran,1952-02-17
Sigeru,Haddadi,1955-03-13
Adib,Vadhan,1953-06-06
Masasuke,Backhouse,1953-06-03
Lorien,Hellwagner,1952-04-30
Shietung,Ramsey,1954-07-10
Geoffrey,Hockney,1955-10-09
Nathan,Thombley,1955-12-23
Nigel,Melichar,1952-10-31
Tsz,Knightly,1952-08-24
Jaewon,Piancastelli,1955-03-26
Ishfaq,Herbst,1954-09-20
Utz,Vendrig,1954-03-30
Sven,Georgatos,1953-05-06
Maja,Christianini,1953-02-16
Khue,Sanella,1955-08-04
Bedrich,Ebeling,1954-02-03
Patricio,Foote,1954-05-04
Sverrir,Zucker,1953-02-05
Kazunori,Denti,1955-03-03
Samphel,Baer,1955-03-10
Akemi,Renear,1954-09-13
Shimshon,Tsukune,1955-02-23
Sangeeta,Kobara,1952-11-01
